text,user,location,date
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,GodandtheBear,"Pennsylvania, USA",11-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,Aydin_Adam,"Broward County, Florida, USA",11-Dec-2021
"RT @MEPublicHealth: Free COVID-19 Vaccination Clinic continues today at the Augusta Armory starting at 9:00AM.
~ All vaccine types availabl?€?",kjelenfy,"Maine, USA",11-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",rlcook2219,United States,11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,krisfowler555,"North Carolina, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,fireworkbonnie,"South Dakota, USA",11-Dec-2021
RT @voxdotcom: The US should worry about anyone who skipped their second Covid-19 vaccine dose?? https://t.co/NJloI2cJSr,ashevillejam,"Tennessee, USA",11-Dec-2021
RT @TerieNorelli: NH LEADS THE NATION IN COVID CASES. Hmmmm? Any guesses why when House Republicans refuse to allow remote access and at th?€?,sueford06,"New Hampshire, USA",11-Dec-2021
RT @BNODesk: Dutch website owner arrested for selling material which allowed people to avoid getting the COVID-19 vaccine by infecting them?€?,ms_MariaB,"Virginia, USA",11-Dec-2021
"RT @JamesRoday: As the holidays approach and both cases and loss of life are surging, the choice remains yours. Just please know why you're?€?",sixtybagpipers,"New York, USA",11-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",lindajimenez24,"California, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,autismepi,"Massachusetts, USA",11-Dec-2021
"RT @MEPublicHealth: Free COVID-19 Vaccination Clinic continues today at the Augusta Armory starting at 9:00AM.
~ All vaccine types availabl?€?",lorikaley,"Maine, USA",11-Dec-2021
RT @PSKenya_: Protect yourself and those around you from #COVID19 by getting the COVID-19 vaccine. COVID-19 vaccines are safe and effective?€?,kate92892729,"Arizona, USA",11-Dec-2021
Logic being explained a physician - science.  #science #mRNA #vaccine #COVID19 #COVID19Vaccine https://t.co/eR7c2OGQuM,troysbunny,United States,11-Dec-2021
RT @starsandstripes: A Navy commander has been fired from his job as the executive officer of a warship because he refused to get a COVID-1?€?,AlexCan83126283,"Florida, USA",11-Dec-2021
RT @hotvickkrishna: Why you need the COVID-19 Vaccine Booster #vaccine #Booster #Omicron #COVID19 #scicomm https://t.co/dXTtNrtQyW,kate92892729,"Arizona, USA",11-Dec-2021
"RT @FoxNews: Navy destroyer second-in-command relieved of duty over refusal to take COVID-19 vaccine

https://t.co/Lxo5lwMgdQ",jlmorrison2,"Alabama, USA",11-Dec-2021
"RT @RWMaloneMD: The obvious question is ""what is it that Pfizer is trying so hard to hide""?

Outrageous Lack of Transparency?€?Pfizer Now Ask?€?",_measly,United States,11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,MattKoenig10,United States,11-Dec-2021
"RT @AP: BREAKING: Facing a winter surge in COVID-19 infections, New York Gov. Kathy Hochul announced that masks will be required in all ind?€?",kate92892729,"Arizona, USA",11-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",kate92892729,"Arizona, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,19Jet70,United States,11-Dec-2021
"'I just cry': Nurse describes working in Covid-19 unit
https://t.co/8hXt2VuV4c: Please stop crying understand &amp; kno?€? https://t.co/cQjBgjMU6q",DijohltTy,"Virginia, USA",11-Dec-2021
"RT @MEPublicHealth: Free COVID-19 Vaccination Clinic continues today at the Augusta Armory starting at 9:00AM.
~ All vaccine types availabl?€?",tmlanders13,"Maine, USA",11-Dec-2021
"RT @nytimes: Only about one in 10 Americans say that receiving the Covid-19 vaccine would violate their religious beliefs, while about 60%?€?",kate92892729,"Arizona, USA",11-Dec-2021
RT @YALiberty: A Mississippi doctor says he was fired from his job at a local hospital after trying to treat COVID-19 patients with Ivermec?€?,rainmaker248,United States,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,kate92892729,"Arizona, USA",11-Dec-2021
"RT @NACDD: Workers from refugees, immigrants, &amp; migrant communities face barriers &amp; concerns about the COVID-19 vaccine. Learn how employer?€?",SCaldwell7201,"New Jersey, USA",11-Dec-2021
"RT @TIME: ""The COVID-19 pandemic has been a painful reminder that confronting the challenge of infectious disease requires both science and?€?",jaimeom,"Puerto Rico, USA",11-Dec-2021
"COVID-19 Vaccine Causes AIDS, Says Dr. Zelenko.

Covid jabs destroy immune system, leaving vaccinated people more susceptible to illness.",realCristianPM,United States,11-Dec-2021
A new kind of COVID-19 vaccine is about to roll out. Although it won't replace the highly successful vaccines curre?€? https://t.co/Xq0vep37yz,SCcrnas,"South Carolina, USA",11-Dec-2021
"RT @MarketWatch: Pfizer, BioNTech say initial lab study showed 3 doses of COVID-19 vaccine neutralized omicron variant https://t.co/lvQ7ZX1?€?",twittmypants,"Missouri, USA",11-Dec-2021
RT @theblaze: The Pentagon is considering a COVID-19 vaccine booster mandate for military personnel https://t.co/nRxd3WklH0,SRL_1951,"Kansas, USA",11-Dec-2021
RT @greaterthanCV19: Many parents have questions about the safety of the COVID-19 vaccine. Pediatrician @RheaBoydMD  explains the rigorous?€?,SCaldwell7201,"New Jersey, USA",11-Dec-2021
"RT @C4Dispatches: As nations battle to control Covid 19, Pfizer?€?s successful vaccine has made it one of the most powerful companies on the?€?",JReberlan,"GB , USA ,Norway ,Germany .",11-Dec-2021
"RT @eekymom: Also, @pfizer and @HHSGov have  zero accountability (financial or otherwise) for these vaccines injuries. In other words, they?€?",NetochkaNezvan0,United States,11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,chillibeanboy,United States,11-Dec-2021
@itschnauzer @JenGriffinFNC Covid-19/SARS has been in development for over 15yrs. All they needed was the virus?€?s m?€? https://t.co/w4z7EKbeFR,careym74,"New Jersey, USA",11-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",ken_stamper_sr,"Denver, Colorado, USA",11-Dec-2021
"One employer already found out a German man did it, and he was scared he was going to jail. He killed his family an?€? https://t.co/7utcBr1cw0",FloridaMinarchy,"Florida, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,nana_stl,"Saint Louis, Missouri, USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,CaylinSoo,"Texas, USA",11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,ElastigirlVotes,USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,TedJone00884273,"Minnesota, USA",11-Dec-2021
RT @gingerukcats: @RepCawthorn I served for 27 years and the COVID-19 vaccine is one of many mandated. You took every single one because yo?€?,TheDemocrat63,"Georgia, USA",11-Dec-2021
"COVID-19 Vaccine Causes AIDS, Says Dr. Zelenko;  https://t.co/pDAQSTQh45",atlmom777,United States,11-Dec-2021
"COVID-19 Vaccine Causes AIDS, Says Dr. Zelenko https://t.co/pDAQSTQh45",atlmom777,United States,11-Dec-2021
Suspicions grow that nanoparticles in Pfizer's COVID-19 vaccine trigger rare allergic reactions https://t.co/uKiBH3RxzM,Shel0m123,"Illinois, USA",11-Dec-2021
"RT @MCoeur1984: Informed Consent Disclosure to Vaccine Trial Subjects of risk of covid - 19 Vaccines Worsening Clinical Disease

Share far?€?",CarolinaGirlDJT,"Carolina, USA",11-Dec-2021
@Terry06681277 @piersmorgan Any vaccinated person promoting the safety and efficiency of the vaccine should not rec?€? https://t.co/CVx21hHxl9,TheBeerWolf,"New Jersey, USA",11-Dec-2021
"RT @ViolaLeighBlues: Joe?€?s favorite train, Amtrak, will be cutting some services because of staff shortages due to the COVID-19 federal vac?€?",owlsvaultstone,"Washington, USA",10-Dec-2021
A New Jersey judge denied a Republican request to halt a requirement to provide proof of a COVID-19 vaccine or a ne?€? https://t.co/zwTDySbJnh,newsmax,United States,10-Dec-2021
"RT @acog: Both COVID-19 and flu vaccines have been shown to reduce illness, hospitalizations, and deaths. ACOG recommends yearly flu vaccin?€?",AmyOBG411,"Ohio, USA",10-Dec-2021
RT @Capital_Mall: Getting vaccinated is the best way to protect yourself from COVID-19. ???? And @ThurstonHealth makes it easier than ever. ?????€?,ThurstonHealth,"Olympia, Washington, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,AndreaBogley,"Virginia, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,quizquest,"Pennsylvania, USA",10-Dec-2021
"RT @DNCWarRoom: Thanks to @POTUS' leadership in passing the American Rescue Plan, more than 200 million Americans are FULLY vaccinated and?€?",katybumble,"Virginia, USA",10-Dec-2021
"RT @AKNewsNow: Have questions about COVID-19 and the latest efforts to curb the virus? Our news team delves into the latest updates, includ?€?",StrainJessie,"Washington, USA",10-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,JamesonMantle99,"Texas, USA",10-Dec-2021
"RT @WhiteHouse: Dr. Lee Savio Beers, President of the American Academy of Pediatrics, answers questions about the COVID-19 vaccine for kids?€?",lvingfree5678,"Hawaii, California USA",10-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,msgifford1977,"Minnesota, USA",10-Dec-2021
"RT @CDCgov: CDC has expanded recommendations for #COVID19 vaccine booster shots to now include everyone 16 years and older. At this time, o?€?",MpcPacsan,Japan-USA,10-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,TheAnxietyAlien,"New York, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,RobinsVibes,United States,10-Dec-2021
@seanhannity Thank you President Biden for making the vaccine mandatory for all.  Companies now have to force their?€? https://t.co/mD90UuwVOH,TheLionRoars101,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",FBeirs,"Louisiana, USA",10-Dec-2021
"RT @tsnorton: Are you surprised? You shouldn?€?t be. This is intentional. This is all about depopulating the world. ??????????????????????????????????

https://t.co/t?€?",FBeirs,"Louisiana, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",informedjab,USA,10-Dec-2021
"RT @USAFacts: 1 in 7 children ages 5 to 11 in the US received a COVID-19 vaccine as of the end of November, the first month this age group?€?",GaryPR7,"California, USA",10-Dec-2021
"RT @cynthiamckinney: They want SEVEN doses! PLUS, they're spreading a false narrative that UNvaccinated are the problem when it's now clear?€?",uponyaji,"New York, USA",10-Dec-2021
RT @EricTopol: First data on booster vaccine effectiveness vs Omicron (581 cases):  drop in protection vs symptomatic infection by 2 doses?€?,JoeChen41420202,"California, USA",10-Dec-2021
"RT @capgaznews: More than 4,700 county employees collected a $1,000 check from Anne Arundel County after getting vaccinated against COVID-1?€?",CrayKain,United States,10-Dec-2021
"RT @KA1DEN9: Ella told Business Line ?€?It's going to be a lot of new science, which even the Western world is not aware of, and that?€?s the r?€?",_AnonymousHero_,United States Circus,10-Dec-2021
RT @AttorneyMahoney: Attorney John P. Mahoney was interviewed on the GovExec Daily Podcast discussing what's next for the legality of COVID?€?,TroubledDays,"Alaska, USA",10-Dec-2021
"RT @AP: BREAKING: Facing a winter surge in COVID-19 infections, New York Gov. Kathy Hochul announced that masks will be required in all ind?€?",Andrea_51544005,"Ohio, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",AmandaNoNumbers,"New Mexico, USA",10-Dec-2021
"RT @ReopenCASchools: Simply from a practical standpoint, school districts trying to impose a Covid-19 vaccine mandate is a really bad idea.?€?",loriegillespie,"California, USA",10-Dec-2021
RT @DHSCgovuk: Unvaccinated women who experienced severe #COVID19 while pregnant have encouraged other expectant mums to get the vaccine ?????????€?,COVID19digest1,"California, USA",10-Dec-2021
"RT @ninaburleigh: I think I've told you this before but the mRNA #CovidVaccine is a milestone in medicine. And here, more proof. Just 250 y?€?",LawrenceConnol2,"Massachusetts, USA",10-Dec-2021
Pentagon considering mandating vaccine booster https://t.co/hqBXnjSeoc,crutchfoot," Tennessee , USA ",10-Dec-2021
"RT @gutresolution: As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disab?€?",ColoradoCali2,"Colorado, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",crkolarz,USA,10-Dec-2021
@seanhannity Thank you President Biden for making the vaccine mandatory for all.  Companies now have to force their?€? https://t.co/8tVtbo9rqd,TheLionRoars101,United States,10-Dec-2021
Looking forward to participating in what is certain to be an interesting and timely panel discussion on the OSHA ET?€? https://t.co/ICA3PU3jxX,KathleenSBray,"Minnesota, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",factdigger007,United States,10-Dec-2021
RT @thehill: Pentagon considering mandating COVID-19 vaccine booster https://t.co/zqm494Kxta https://t.co/EUlPcekrOX,ChinaMustPay,USA,10-Dec-2021
"RT @MatthewRozsa: Pharmaceutical companies came through for humanity by developing COVID-19 vaccines in record time. Sadly, though, they ar?€?",buckleyswartz,USA,10-Dec-2021
@dmcman1 @Svenmoravec @ABC Well that?€?s just false. 800 American children have died from Covid. None from the vaccin?€? https://t.co/MLFJ8tUIWN,mushmabubba,United States,10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",ruthken33927114,"Michigan, USA",10-Dec-2021
RT @business: Wall Street has soured on Moderna -- one of 2021?€?s top performers on its ground-breaking Covid-19 vaccine https://t.co/F0oBkc?€?,indy_kris,"Indiana, USA",10-Dec-2021
"RT @CaliVaxChoice: Newsom is Caving and  #LAUSD backpedals on student COVID-19 vaccine mandate for students 12 and older. 

https://t.co/vX?€?",magloirebetty,"Florida, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,dkamac1,"Massachusetts, USA",10-Dec-2021
RT @ProperLookout: @Porter_Anderson @PeterHotez @AlisynCamerota @VictorBlackwell I'm not sure which was the toughest part of this segment;?€?,NancyBi43927029,USA,10-Dec-2021
"Simply from a practical standpoint, school districts trying to impose a Covid-19 vaccine mandate is a really bad id?€? https://t.co/I8uISfVhfl",ReopenCASchools,"California, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",LigotRamon,"Illinois, USA",10-Dec-2021
RT @Reuters: Moderna agrees up to 150 mln extra vaccine doses for COVAX https://t.co/0GkNvLTU8J https://t.co/pIRS3p868T,PeteBashu,USA,10-Dec-2021
"RT @UNICEF_IRAN: Iran has received 1,087,100 doses of AstraZeneca #COVID19 vaccine donated by the Italian Government.
The vaccines were shi?€?",NYCNavid,"New York, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",amfpollard,"Alabama, USA",10-Dec-2021
RT @ProperLookout: @Porter_Anderson @PeterHotez @AlisynCamerota @VictorBlackwell I'm not sure which was the toughest part of this segment;?€?,JoycePerkins,USA,10-Dec-2021
RT @scotgov: You may be given your COVID-19 booster at the same time as your flu vaccine. Research has proven this is safe and effective.,JRTomlinAuthor,Oregon USA by way of Scotland,10-Dec-2021
Enforcement of President Joe Biden?€?s sweeping COVID-19 vaccine mandates has been quite the challenge-- so where do?€? https://t.co/5Rr6RU1EPo,WebMD,USA,10-Dec-2021
"RT @davenewworld_2: Healthcare should be a human right whether someone has the measles, mumps, or COVID-19. A person's vaccine status shoul?€?",SpaceyMcSpacer,"New Jersey, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,marrs_edward,"Colorado, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",LauraDarlin0163,"Oklahoma, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",StLarise,United States,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,GinnyMorse3,"California, USA",10-Dec-2021
"RT @AP: BREAKING: Facing a winter surge in COVID-19 infections, New York Gov. Kathy Hochul announced that masks will be required in all ind?€?",TSleuth_2021,United States,10-Dec-2021
Texas creates hotline for employees to report workplaces requiring COVID-19 vaccine https://t.co/qpiOM7UgR4,DaVivian2,USA,10-Dec-2021
RT @jordanbpeterson: Some good news on the vaccine all-cause mortality front https://t.co/LDM6CRR738,regohurtado,"Southern California, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",Michele56431123,"Illinois, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,m_hawkins,"Kansas, USA",10-Dec-2021
Nasal Vaccine May Be the Secret Weapon Against New COVID-19 Variants ?€???SciTechDaily https://t.co/Bd4j1Xxpp7,TodayHeadline42,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",RalphMonday,"Tennessee, USA",10-Dec-2021
RT @newsmax: BREAKING NEWS: A federal judge issued a nationwide injunction that prevents the U.S. government from enforcing a COVID-19 vacc?€?,Cindy19170109,"Idaho, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",Denise17Bailey,"California, USA",10-Dec-2021
@DariusKKromah @Mysterykidtv @0reggienal @TreezySosa Don't give vvhite people credit for everything https://t.co/bvb7CBl14x,C_Packard,"South Dakota, USA",10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",CatsNDogs14,"Minnesota, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",cwebbonline,"California, USA",10-Dec-2021
RT @ProperLookout: @Porter_Anderson @PeterHotez @AlisynCamerota @VictorBlackwell I'm not sure which was the toughest part of this segment;?€?,redheadb3,"East TN, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,mikeclarke29,"Seattle, Washington, USA",10-Dec-2021
Free COVID-19 Vaccine??Clinic https://t.co/W6gU5pRJqC,carolineschools,"Caroline County, Virginia, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",Chandrapratt173,"Michigan, USA",10-Dec-2021
RT @The_JL_Podcast: @mtgreenee ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking a toll on healt?€?,The_JL_Podcast,"Florida, USA",10-Dec-2021
@mtgreenee ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking a toll on h?€? https://t.co/iyskH1dcrg,The_JL_Podcast,"Florida, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,NancyBi43927029,USA,10-Dec-2021
"RT @d1Vinman: Hartmann, who said on Facebook that vaccine passports resembled Nazi Germany?€?s draconian laws, is the latest in a??long line o?€?",ChloePolitiCat,"Texas, USA",10-Dec-2021
RT @Doctor_I_am_The: University of Notre Dame: End the Notre Dame COVID-19 Booster Vaccine Mandate - Sign the Petition! https://t.co/HLwRJN?€?,PetrVolk,United States,10-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",rambalinwreck,"California, USA",10-Dec-2021
RT @jordanbpeterson: Some good news on the vaccine all-cause mortality front https://t.co/LDM6CRR738,530BruceRoss,"Superior California, USA",10-Dec-2021
"RT @MJBoss888: 552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/C9kIz5Vils",USAPatriotEAST,USA,10-Dec-2021
"RT @JustinTrudeau: It?€?s here, at vaccine clinics, that we?€?ll finish the fight against COVID-19. To all of the kids and parents who were at?€?",ElmallahHassane,"Canada , Qc , USA .",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,conniekizer,Midwest USA,10-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,Mycatsarerocks,"California, USA",10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,everybodyfune,"Montana, USA",10-Dec-2021
"RT @60schick48: Phew!

Ontario set to announce stronger COVID-19 measures for proof of vaccination | CBC News https://t.co/93pNisl2Fk",jglennon1,Central FL - USA,10-Dec-2021
RT @SAMetroHealth: No Appointment Needed! Here are the Metro Health pop-up COVID-19 vaccine clinics across the city for Dec 11-18. You can?€?,JoonKokoro,"Texas, USA",10-Dec-2021
"RT @freethought202: 48 cases in teenagers. IN. ONE. WEEK. To the TGA, stop with your it?€?s ?€? rare?€? to get myocarditis &amp; pericarditis as an a?€?",tothebloodymoon,USA,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,RN_JW733,"New York, USA",10-Dec-2021
"RT @itosettiMD_MBA: Phoenix zoo vaccinating animals after some of them got covid19 from human contact (visitors/staff)

Tigers, jaguars and?€?",chemstge3k,United States,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",AmericanMade107,"Ohio, USA",10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",EmiCass1,USA ???????? ,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,EmilieFothergi2,"Idaho, USA",10-Dec-2021
"RT @ncdhhs: December 10, 2021 COVID-19 NC Vaccine Update:

69% Adult Population Fully Vaccinated
73% of Adult Population Vaccinated with at?€?",EndTheOligarch,United States of Democracy,10-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",Gina80971023,United States,10-Dec-2021
"The effectiveness of the two most common COVID-19 vaccines declined over time in an older group of patients, sugges?€? https://t.co/h6HGX0efS1",WebMD,USA,10-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,baumkuchen_hime,"California, USA",10-Dec-2021
"Big questions about Covid-19 booster shots, answered https://t.co/g250eUrGcq https://t.co/OMnum2PWs2",smallbusines4,United States,10-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,Marilyn2365,United States,10-Dec-2021
@bblock29 @googlenews I?€?ve had it with these Republicans. Covid-19 patients are dying 'at a rate we've never seen d?€? https://t.co/XKYfU7sofq,The_JL_Podcast,"Florida, USA",10-Dec-2021
"RT @GurdeepPandher: Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-1?€?",GavinPrestonMD,USA,10-Dec-2021
"Dr. Sue L Moreni, M.D., UW Dept. of ObGyn on how Covid-19 vaccine protec... https://t.co/5tLLSxxixX via @YouTube",uwdrwaldorf,"Seattle, WA, USA",10-Dec-2021
RT @The_JL_Podcast: @RepStefanik @HouseGOP Stop Republican lies- Covid-19 patients are dying 'at a rate we've never seen die before' and it?€?,The_JL_Podcast,"Florida, USA",10-Dec-2021
@RepStefanik @HouseGOP Stop Republican lies- Covid-19 patients are dying 'at a rate we've never seen die before' an?€? https://t.co/hDU88rjbKw,The_JL_Podcast,"Florida, USA",10-Dec-2021
@RepWalberg @HouseGOP ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking?€? https://t.co/2UQmXgC5Xm,The_JL_Podcast,"Florida, USA",10-Dec-2021
RT @The_JL_Podcast: @mtgreenee ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking a toll on healt?€?,Loulou74553070,UK/USA,10-Dec-2021
@RepJeffDuncan @HouseGOP ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taki?€? https://t.co/RG5Sts6LOj,The_JL_Podcast,"Florida, USA",10-Dec-2021
"RT @itosettiMD_MBA: Phoenix zoo vaccinating animals after some of them got covid19 from human contact (visitors/staff)

Tigers, jaguars and?€?",LastGreatAct,United States,10-Dec-2021
@CawthornforNC ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking a toll?€? https://t.co/Q9wvXiITJe,The_JL_Podcast,"Florida, USA",10-Dec-2021
@RepGregMurphy @HouseGOP ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taki?€? https://t.co/ikeTaSngZ9,The_JL_Podcast,"Florida, USA",10-Dec-2021
"RT @Bvweir: THIS IS SICK !!!

Another of the methods used by #DictatorAbbott to thwart the #TexasEconomy by stopping tourism, holiday shopp?€?",StoneColdPillar,"California, USA",10-Dec-2021
@mtgreenee ATTN- Covid-19 patients are dying 'at a rate we've never seen die before' -- and it's taking a toll on h?€? https://t.co/mXKBAJ7WDe,The_JL_Podcast,"Florida, USA",10-Dec-2021
