text,location,date
Maryland has reached a new milestone when it comes to getting its population vaccinated. Gov. Larry Hogan announced?€? https://t.co/FgaCqwjmVf,"Harrisburg, Pennsylvania, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Florida, USA ",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Oregon, USA",11-Dec-2021
"Austria fining people up to $16,000 a year for not complying with vaccine mandate, creating central COVID-19 vaccin?€? https://t.co/iFZj8f9Vdn","Idaho, USA",11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",",USA",11-Dec-2021
"RT @KFF: Of the 28 million kids between the ages of 5-11, only about 5 million have received at least one #COVID19 vaccine dose since becom?€?","California, USA",11-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,"Texas, USA",11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,USA,11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?","Maryland, USA",11-Dec-2021
FDA Says It Now Needs 75 Years to Fully Release Pfizer COVID-19 Vaccine Datamore #medicaltyrrany  https://t.co/lGuJGOjYkV,USA,11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",12-Dec-2021
"RT @business: Facing a winter surge in Covid-19 infections, NY Governor Kathy Hochul announced that masks will be required in all indoor pu?€?","Louisiana, USA",12-Dec-2021
"@mycroft_holmes4 @reprebimbas @KeepCTFree @CTGOP @cthouserules @cthrcc CT: As of 11/18/21, 21,071 cases of COVID-19?€? https://t.co/Xd01fJibBR", USA,12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,"New York, USA",12-Dec-2021
Top Scientists Confirm 5G Pushes Oxygen Out of Blood &amp; Creates Covid-Like Symptoms in New Major Study #5G #Covid?€? https://t.co/5IruhfETc9,California USA,12-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?","Texas, USA",12-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,"Tennessee, USA",12-Dec-2021
New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/UzvVWgBkYy,"Rochester, NY, USA",12-Dec-2021
"Listen to the most recent episode of my podcast: You Liked Harsh Business Shutdowns, Wearing Masks and Social Dista?€? https://t.co/ZYszvLkUlT","California, USA",12-Dec-2021
All Oklahomans ages 5 and older are now eligible to get vaccinated for COVID-19. Visit the state vaccine portal at?€? https://t.co/TH9ViCKOWM,"Oklahoma, USA",12-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"West Virginia, USA",12-Dec-2021
More people died following Pfizer's COVID-19 vaccine vs. a placebo during clinical trial: https://t.co/ayRJ17Pond #tcot,USA,12-Dec-2021
RT @MerissaHansen17: ????Secret Agreement Formed by US Government to Own 'Vaccine' During COVID-19's First Origins https://t.co/duawoXB4fn,USA,12-Dec-2021
"RT @MSNBC: What sounds like a recipe for a soothing spa treatment is actually a dangerous ""detox"" from the Covid-19 vaccine, @kavitapmd wri?€?","PA, USA",12-Dec-2021
????Secret Agreement Formed by US Government to Own 'Vaccine' During COVID-19's First Origins https://t.co/duawoXB4fn,"Texas, USA",12-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,"Wisconsin, USA",12-Dec-2021
RT @JamesGRickards: Here's the man who financed Chinese research into bat coronavirus genetic engineering. He also holds a patent on inputs?€?,"New York, USA",12-Dec-2021
RT @theblaze: New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/P5q7QYuRo7,"Indiana, USA",12-Dec-2021
"RT @tr6_guy: ONTARIO, Of the new cases confirmed today, 613 involve those who are unvaccinated, 26 involve individuals who are partially im?€?","canada, USA",12-Dec-2021
RT @AlbertBourla: NEW: Initial lab studies show that three doses of the Pfizer-BioNTech COVID-19 vaccine effectively neutralize the Omicron?€?,"Virginia, USA",12-Dec-2021
Why don?€?t sports stars want to do what?€?s best for the country instead of for themselves? https://t.co/C4d8T1r0D4,"California, USA",12-Dec-2021
"RT @Quicktake: ???? This is where the world stands 1 year after the first Covid-19 vaccine dose was administered:

-Developing nations still s?€?",Washington DC USA,12-Dec-2021
"RT @Quicktake: ???? This is where the world stands 1 year after the first Covid-19 vaccine dose was administered:

-Developing nations still s?€?",Baltimore MD USA,12-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"USA, Worldwide",12-Dec-2021
Did you know it has been one full yr since the FDA authorized Pfizer-BioNTech COVID-19 Vaccine ? https://t.co/SVVyQ7HJhK,"California, USA",12-Dec-2021
"RT @rpoconnor: Toronto Police Service's vaccine mandate working well
https://t.co/KTRJ80FHK2","North Carolina, USA",12-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,"Texas, USA",12-Dec-2021
"RT @KTLA: The lawsuit, filed Friday, also says COVID-19 vaccines are ?€?experimental gene modification therapies?€?
https://t.co/DgTE4IXSmM","California, USA",12-Dec-2021
RT @theblaze: New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/P5q7QYuRo7,"Wisconsin, USA",12-Dec-2021
New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/kfDcD3rLXk,"Horizon City, TX USA",12-Dec-2021
RT @theblaze: New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/P5q7QYuRo7,USA,12-Dec-2021
"RT @Quicktake: ???? This is where the world stands 1 year after the first Covid-19 vaccine dose was administered:

-Developing nations still s?€?","LA County, USA",12-Dec-2021
"With COVID-19 hospitalizations climbing 86% during the past month in New York, Gov. Kathy Hochul announced that any?€? https://t.co/2D65NPx4XZ","Vermont, USA",12-Dec-2021
RT @theblaze: New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/P5q7QYuRo7,USA,12-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi","Southern Colorado, USA",12-Dec-2021
"RT @realDailyWire: Biden To Jimmy Fallon: Getting COVID-19 Vaccine, Booster Is ?€?Patriotic?€? https://t.co/XpXi5ITLmz https://t.co/6CAkBfxc28","Massachusetts, USA",12-Dec-2021
"RT @ITGuy1959: ""Much like last year, COVID-19 is having an impact on the current NBA season. A plethora of players from across the league's?€?","California, USA",12-Dec-2021
"on the eve of Queensland opening up, this lesson for the unvaccinated: 42yr old triathalete tragically dies unvacci?€? https://t.co/Ev8knxTOeJ",USA,12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?","New York, USA",12-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?","South Carolina, USA",12-Dec-2021
"RT @LauraMiers: May 27, 2021: ?€?I'm hearing of transplant and other immunosuppressed people who got vaccinated and relaxed their safety beha?€?","Cumorah, Glennbeckistan, USA",12-Dec-2021
"Vision impairments. 
https://t.co/ptpexuyYEr","Maine, USA",12-Dec-2021
New Zealand man gets 10 COVID-19 vaccine shots in a single??day https://t.co/rG1RCIryYw,"Iowa, USA",12-Dec-2021
RT @sailorrooscout: Fantastic news. Initial lab studies show a third dose of Pfizer?€?s COVID-19 vaccine neutralizes Omicron. A booster with?€?,"Portland, USA",12-Dec-2021
New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/4tFnJBea0Q,USA,12-Dec-2021
"RT @FrankPKing: As the COVID-19 pandemic resurges, the roughly 7 in 10 adult Americans who are vaccinated are losing patience with the 3 in?€?","West Virginia, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"Michigan, USA",12-Dec-2021
"@ObligationValue It is when the vaccine is not that effective, the current variant is not that deadly and effective?€? https://t.co/FfsZLiTeUL","Utah, USA",12-Dec-2021
RT @Sigmundine2: One of the biggest arguments I hear against vaccination is that they didn?€?t have the requisite time to develop a safe vacc?€?,"California, USA",12-Dec-2021
"@sloyoroll01973 ""He refused to get a COVID-19 vaccine as required and refused to be tested for the virus""

""the rea?€? https://t.co/pAvoMkdJbf","Colorado, USA",12-Dec-2021
RT @rubiconjay: @littlebytesnews Thank You Patty For Mentioning Vaxart $VXRT! This is truly the solution to this Pandemic and any future on?€?,USA,12-Dec-2021
"RT:

@DrOz @VaxartHolyGrail Dr Oz Thank You For Supporting Vaxart! Please Use Your Power To Stop The Suppression Of?€? https://t.co/ICEIUoB5nk",USA,12-Dec-2021
"RT @amnestyusa: One year later and billions are still waiting for their first COVID-19 shot. 

Governments and Pharma can end the vaccine i?€?","California, USA, Earth",12-Dec-2021
"RT @realDailyWire: Biden To Jimmy Fallon: Getting COVID-19 Vaccine, Booster Is ?€?Patriotic?€? https://t.co/XpXi5ITLmz https://t.co/6CAkBfxc28","Alabama, USA",12-Dec-2021
"Biden To Jimmy Fallon: Getting COVID-19 Vaccine, Booster Is ?€?Patriotic?€? https://t.co/XpXi5ITLmz https://t.co/6CAkBfxc28","Nashville, USA",12-Dec-2021
@FreedomRockRad1 Click for full Article! #Breaking #News! ---&gt; New Zealand man gets 10 COVID-19 vaccine shots in on?€? https://t.co/6XNdFqNYN2,USA,12-Dec-2021
New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News https://t.co/sTSL1tvJL0,"Bakersfield, CA, USA ????????",12-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?, USA.,12-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"Alabama, USA",12-Dec-2021
"Hey y?€?all, Maiden Monday is cancelled for the 13th. I?€?m getting my COVID-19 Vaccine Booster and I want to make sure?€? https://t.co/9sonvgoJk1","Maryland, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"In the woods, USA",12-Dec-2021
"RT @JoeBiden: The relief bill passed by Congress was a good start, but now we need to:

- Forgive at least $10,000 of student loan debt per?€?","Georgia, USA",12-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"Arkansas, USA",12-Dec-2021
Moderna agrees up to 150 mln extra vaccine doses for COVAX https://t.co/UFWXrj2Dc6,USA,12-Dec-2021
"RT @GovKathyHochul: A new study from @HealthNYGov shows that vaccines continue to be our best defense against COVID hospitalization. 
https?€?","New York, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"West Virginia, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"Michigan, USA",12-Dec-2021
"RT @DCHospitalAssoc: @DCHospitalAssoc, along with @ChildrensNatl, @huhospital, @MedStarGUH and @MarysCenter will host a COVID-19 Vaccinatio?€?","New Hampshire, USA ",12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,"Houston, TX USA",12-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,"Florida, USA",12-Dec-2021
Philadelphia officials discussing COVID-19 vaccine mandate for indoor dining at restaurants: Sources - 6abc Philade?€? https://t.co/XjvVrTW8Rl,"New Jersey, USA Philadelphia ",12-Dec-2021
RT @GeneralBrnovich: Our office is proud to be on the frontlines of defending state sovereignty and constitutional liberties against Biden?€??€?,"Arizona, USA",12-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"California, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"North Texas, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"Illinois, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,"Illinois, USA",12-Dec-2021
RT @SenatorLankford: I will continue to stand with the National Guard. No one should lose their job &amp; benefits when they choose to not take?€?,USA,12-Dec-2021
"@KMBAussie And in case you want a scholarly, peer reviewed article, here is a better source that says vaccines are?€? https://t.co/GWnQ7bGUF2","USA, dystopia",12-Dec-2021
Our office is proud to be on the frontlines of defending state sovereignty and constitutional liberties against Bid?€? https://t.co/6GJ2cDEvAT,"Arizona, USA",12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,"Massachusetts, USA",12-Dec-2021
RT @CDPHE: Make a plan to get your COVID vaccination or booster. Colorado has even more places to get the lifesaving COVID-19 vaccine. Appo?€?,"Colorado, USA",12-Dec-2021
RT @MarshaBlackburn: Receiving the COVID-19 vaccine is your choice ?€? it?€?s not for the federal government to decide for you.,USA ???????? ,12-Dec-2021
"For a Virus that has a ZERO Mortality rate among children under 18!

`             &gt;Z E R O&lt;

'...Study found a mor?€? https://t.co/imXi0DQf0h","New York, USA",12-Dec-2021
"Is the #MediaScum going to CRY ???????????? like they did 27/7 when the Trump Adm. Fired a Military Officer??
????????????????     
Navy?€? https://t.co/aPrVFCCfpc",USA ????????,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Midwest, USA",12-Dec-2021
"RT @CDCtravel: Just like you rely on sunscreen, rely on a COVID-19 vaccine to protect yourself. Travel safer these holidays. ??????? Rely on Wha?€?","Michigan, USA",12-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"texASS, USA",12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",USA,12-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?",USA,12-Dec-2021
"RT @CathyGraphics3: Publication by a cardiologist &amp; head of a hospital department in Belgium.
????2 or 3 shots of the #CovidVaccine You refus?€?",NC USA,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Michigan, USA",11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"Georgia, USA",11-Dec-2021
"RT @DCHospitalAssoc: @DCHospitalAssoc, along with @ChildrensNatl, @huhospital, @MedStarGUH and @MarysCenter will host a COVID-19 Vaccinatio?€?","Virginia, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,USA,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,"Tennessee, USA",11-Dec-2021
"Children ages 5-11 are eligible for the COVID-19 vaccine. 

Parents and guardians are encouraged to schedule appoin?€? https://t.co/GfqJS4RHRU","New Mexico, USA",11-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"North Carolina, USA",11-Dec-2021
RT @SenatorLankford: I will continue to stand with the National Guard. No one should lose their job &amp; benefits when they choose to not take?€?,"Oklahoma, USA",11-Dec-2021
"RT @KFF: #COVID19 vaccinations among 12-17 year olds has slowed, with 1/2 of parents reporting their teen had at least one dose ?€? little ch?€?","Ohio, USA",11-Dec-2021
"VERY tired of people moving goalposts about the COVID-19 vaccine, trying to say it is supposed to do things it was?€? https://t.co/lYrtGxeiTC","a Midwest Rust Belt City, USA",11-Dec-2021
"RT @DavidJHarrisJr: More children die from the COVID vaccine than are saved by it.
https://t.co/ZUo4SbvHss","California, USA",11-Dec-2021
"5 updates on Pfizer, Moderna and J&amp;J COVID-19 vaccine efficacy - Becker?€?s Hospital Review https://t.co/1xj7YOxXOX https://t.co/iZz5aAP6DC",USA,11-Dec-2021
Peter Doshi U.S. Senator Ron Johnson Holds Panel in DC on COVID-19 Vaccine Mandates and Injuries https://t.co/vvw1j1KE9Z,"Texas, USA",11-Dec-2021
"RT @GoConquerNow: @disclosetv Genuine question: Is there a link between the COVID-19 vaccine and footballers collapsing?

https://t.co/vkHJ?€?",Florida USA,11-Dec-2021
"""People who are immunocompromised in a manner similar to those who have undergone solid organ transplantation have?€? https://t.co/JpiTFrRPdC","a Midwest Rust Belt City, USA",11-Dec-2021
"RT @RMConservative: watered down, but a start https://t.co/DIhON16d2C","Minnesota, USA",11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?","Connecticut, USA",11-Dec-2021
"RT @TheValuesVoter: It appears from the CDC vaccine data (https://t.co/y3OuqvxRSG) that, of the 100 most vaccinated counties in America, 85?€?","Virginia, USA",11-Dec-2021
"RT @NLFD_org: FSMB 'Strongly Opposes' State Laws Barring Disinfo Docs From Discipline. 

Why would state legislators support doctors who sp?€?",USA,11-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,"Texas, USA",11-Dec-2021
"RT @KFF: Most parents say #COVID19 is a bigger threat to their kids than the vaccine, but there?€?s a partisan divide on this question.
 
Abo?€?","Missouri, USA",11-Dec-2021
"RT @PressHerald: Despite the weather, hundreds of people turned out Saturday for a walk-in COVID-19 vaccine clinic. At the same time a team?€?","Maine, USA",11-Dec-2021
Vermont's Middlebury College reverts to remote learning due to COVID-19 with 99% of students vaccinated?€? https://t.co/oz9y2ZLqa7,"Michigan, USA",11-Dec-2021
RT @OttawaHealth: We are aware of misinformation being shared that a child in Ottawa died after receiving a COVID-19 vaccine. We have revie?€?,USA,11-Dec-2021
@DrBitcoinMD Let me preface this by saying I?€?m all bitcoin. But I?€?ve been fact checking some of these posts trying?€? https://t.co/Tsjyp0h6j1,"New York, USA",11-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?","Washington, USA",11-Dec-2021
RT @KTULNews: A Navy commander has been fired from his job as the executive officer of a warship because he refused to get a COVID-19 vacci?€?,"Oklahoma, USA",11-Dec-2021
RT @bufftyf: @disclosetv The long term effects of COVID-19 and the Vaccine will start popping up over the course of years. I still don't kn?€?,"New York, USA",11-Dec-2021
"RT @RenovaAlejandro: https://t.co/nswtQU8oVx
AIDS! Days of Noah are back. @Aquamariah1 @dkdk459 @Cyrellys1 @cleoworks1 @GinaSlyer @Terriers?€?","Maryland, USA",11-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,"North Carolina, USA",11-Dec-2021
Will Plan B and vaccine passports save us from Covid-19?€?s new Omicron??variant? https://t.co/SHBbgkO8En,USA,11-Dec-2021
"Navy commander fired from his job as the executive officer of a warship for refusing to get COVID-19 vaccine

https://t.co/nWblXbghQI","Rochester, NY USA",11-Dec-2021
"RT @gutresolution: As of December 3, there have been 19,886 deaths, 22,421 life-threatening adverse events, 32,644 cases of permanent disab?€?","Oregon, USA",11-Dec-2021
"Strong Antibody Response to mRNA COVID-19 Vaccine Observed in AML, MDS #leusm #ASH21 @ASH_hematology @MoffittNews https://t.co/PHbDDiWJKI","New Jersey, USA",11-Dec-2021
"@TheRhodyReport @Jamiesopinions ""Vaccine"" Passport 
GAL EHRLICH, RAMET- GAN, PETACH-TIKVA
(Made in Israel)
The COVI?€? https://t.co/fnbwgP7YuV",", USA",11-Dec-2021
RT @DrEricDing: ??????Time for VE data?€?2 shot vaccine effectiveness against symptomatic #Omicron is not good. ????????data says 2 doses isn?€?t strong?€??€?,"Texas, USA",11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi",USA,11-Dec-2021
"The letter, which was approved by the board on Friday, opposes the Covid-19 vaccine mandate and asks the legislatur?€? https://t.co/xmyyGsHZos","California, USA",11-Dec-2021
"RT @CBSMornings: This Louisiana mother went from a QAnon believer to a state vaccine advocate ?€? and yesterday, her daughter was one of the?€?","Texas, USA",11-Dec-2021
"Most of the people ""following"" me are pro-mandate. You do realize I'm against state enforced masking and injection??€? https://t.co/CDiA8zzrMW",USA,11-Dec-2021
"RT @AliyyaSwaby: My first @propublica: I spent months trying to understand the reasons for vaccine hesitancy in Clayton County, south of At?€?",USA,11-Dec-2021
"RT @CDCgov: As of December 9, 2021, 23 states have announced #COVID19 cases caused by the Omicron variant. As the weather gets colder and p?€?",Japan-USA,11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,USA,11-Dec-2021
"RT @proudgirl223: The jab contains some deadly things... including AIDS.
https://t.co/BrNvLIsSCL","North Carolina, USA",11-Dec-2021
"RT @PallawiTorkaMD: https://t.co/GDOqBXXNmm

Wonderful ID @SegalBrahm and lymphoma @PaolaGhione_MD @Francis77605164 @SSundaramMD collab @Ro?€?","New York, USA",11-Dec-2021
"RT @DMRegister: COVID-19 hasn't left Iowa since it arrived in March 2020, but rarely has it swept through the state as severely as it is no?€?","Iowa, USA",11-Dec-2021
RT @Suntimes: COVID-19 deaths can be expected to keep rising statewide because hospitals are treating the most coronavirus patients they?€?ve?€?,USA,11-Dec-2021
RT @ElectionWiz: EPOCH TIMES: High-level Dept. of Defense officials are mulling whether to make booster shots against COVID-19 part of the?€?,"Texas, USA",11-Dec-2021
"It happens very rarely, but most teens and young adults who do experience heart inflammation (myocarditis) after a?€? https://t.co/gPTMP7KWJi",USA,11-Dec-2021
Maryland has reached a new milestone when it comes to getting its population vaccinated. Gov. Larry Hogan announced?€? https://t.co/FgaCqwjmVf,"Harrisburg, Pennsylvania, USA",11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"Florida, USA ",11-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Oregon, USA",11-Dec-2021
"Austria fining people up to $16,000 a year for not complying with vaccine mandate, creating central COVID-19 vaccin?€? https://t.co/iFZj8f9Vdn","Idaho, USA",11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?",",USA",11-Dec-2021
"RT @KFF: Of the 28 million kids between the ages of 5-11, only about 5 million have received at least one #COVID19 vaccine dose since becom?€?","California, USA",11-Dec-2021
RT @PeterHotez: Our low cost @TexasChildrens @BCM_TropMed  recombinant protein COVID-19 vaccine is being scaled/produced in India @biologic?€?,"Texas, USA",11-Dec-2021
RT @CDCgov: CDC recommends all people ages 5 years and older get vaccinated against #COVID19. CDC?€?s COVID Data Tracker now displays vaccina?€?,USA,11-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?€?","Maryland, USA",11-Dec-2021
FDA Says It Now Needs 75 Years to Fully Release Pfizer COVID-19 Vaccine Datamore #medicaltyrrany  https://t.co/lGuJGOjYkV,USA,11-Dec-2021
"@E__Strobel From @krqe :
""According to CDC data about 2,300 reports of myocarditis occurred from 1990 to 2020. Of t?€? https://t.co/ocwqP0B4cS",USA ,11-Dec-2021
"RT @dusty_dweller: NEW WEBSITE FOR COVID-19 VACCINE INJURED !!
https://t.co/2b8ehukULN https://t.co/cL3DduFEpi","Tennessee, USA",11-Dec-2021
"@ATschugguel ""The Oregon Health Authority is also planning to open nearly a dozen vaccination sites statewide throu?€? https://t.co/7n3dimVmai","Vermont, USA",11-Dec-2021
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?€?","Indiana, USA",11-Dec-2021
The #COVID19Vaccine protects youngsters from #COVID19. https://t.co/yDXURyBvcA,"Maryland, USA",11-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,USA,11-Dec-2021
"@SuzeQKnits Are the flu patients vaccinated against flu? 
I had my flu shot. 
I?€?m hoping they got the right strains?€? https://t.co/FLitLAw2Kx",USA,11-Dec-2021
RT @OccupyDemocrats: BREAKING: NY Governor Kathy Hochul orders restaurants and stores to institute either vaccine or mask mandates in their?€?,"West Virginia, USA",11-Dec-2021
RT @CDPHE: Make a plan to get your COVID vaccination or booster. Colorado has even more places to get the lifesaving COVID-19 vaccine. Appo?€?,"Colorado, USA",12-Dec-2021
RT @MarshaBlackburn: Receiving the COVID-19 vaccine is your choice ?€? it?€?s not for the federal government to decide for you.,USA ???????? ,12-Dec-2021
"For a Virus that has a ZERO Mortality rate among children under 18!

`             &gt;Z E R O&lt;

'...Study found a mor?€? https://t.co/imXi0DQf0h","New York, USA",12-Dec-2021
"Is the #MediaScum going to CRY ???????????? like they did 27/7 when the Trump Adm. Fired a Military Officer??
????????????????     
Navy?€? https://t.co/aPrVFCCfpc",USA ????????,12-Dec-2021
RT @VirusesImmunity: These results indicate that nasal vaccines induce IgA and promote better cross-protective immunity against viral varia?€?,"Midwest, USA",12-Dec-2021
"RT @CDCtravel: Just like you rely on sunscreen, rely on a COVID-19 vaccine to protect yourself. Travel safer these holidays. ??????? Rely on Wha?€?","Michigan, USA",12-Dec-2021
RT @_EthanGrey: Why was forgoing a life-saving vaccine worth it? Why was the logic of ?€?This will greatly lower your chances of dying from C?€?,"texASS, USA",12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",USA,12-Dec-2021
"RT @PattyMurray: One year ago, @US_FDA authorized the very first COVID-19 vaccine.

Since then, we?€?ve gotten over 475 million doses into ar?€?",USA,12-Dec-2021
